record_id,name,canonical_name,canonical_url,status,status_as_of,hq_country,operating_regions,founding_year,entity_type,business_model,cohort_or_ecosystem,primary_lifecycle,secondary_lifecycle,category,maturity,evidence_grade,jcx_relevance,relevance_tier,scale_signal,tech_strategy,innovation_model,named_initiatives,headline_claim,claim_type,caveats,source_urls,last_verified,source_datasets,merged_record_count,status_conflict,identity_note
org-qiddiya-investment-c4e1996,Qiddiya Investment Company,Qiddiya Investment Company,https://qiddiya.com/,active,2026-08-30,Saudi Arabia,Saudi Arabia MENA,2017,master developer and destination platform,"intelligent command centre, real-time insights, automation, destination sustainability",PIF portfolio company,L/D/C/H/O/E,E,Saudi giga-project and destination developer/operator,development-stage platform,B,Makes destination-scale operating intelligence concrete through the Intelligent Command Centre,B,,,,,Official sustainability page plus Saudi Press Agency report documents ICC launch in Nov 2025,official company and government report,Most city-scale claims remain development-stage; do not score renderings or targets as delivered outcomes,https://qiddiya.com/|https://qiddiya.com/about/sustainability/|https://qiddiya.com/en/|https://spa.gov.sa/en/N2440931,2026-08-30,operator_coverage_additions.csv,1,false,
org-qualis-flow-6468e8b,Qualis Flow,Qualis Flow,https://www.qualisflow.com/,active,2026-08-30,United Kingdom,UK and Europe/global,2018,private startup,software and consulting,Pi Labs,L5 Construction,L4 Design/L10 ESG,construction embodied-carbon measurement,scaleup,A,Medium,B,,,,,"Pi Labs describes software that decarbonizes construction from a photograph, making it a concrete missing construction-carbon benchmark",ecosystem product description,Product claims need project-level method and third-party LCA review; photo-based estimates are not a substitute for verified EPD or bill-of-material data.,https://www.qualisflow.com/|https://pilabs.vc/portfolio?sort=date_desc,2026-08-30,coverage_gap_additions.csv,1,false,
org-red-sea-global-b4c8daa,Red Sea Global,Red Sea Global,https://www.redseaglobal.com/,active,2026-08-30,Saudi Arabia,Saudi Arabia MENA Global hospitality,2017,destination developer and hospitality operator,"renewable energy, water cycle, 5G, EV charging, biodiversity data and resort operations",PIF portfolio company,L/D/C/H/O/E,E,Saudi sustainable destination developer/operator,development-stage platform,B,Adds a whole-destination climate and hospitality operating model with measurable infrastructure programmes,B,,,,,"Official responsible-development pages report 100% renewable energy across destinations, solar panels and biodiversity data platforms",official company sustainability reporting,"Targets and programme metrics require attribution; 100% renewable claim is destination scope, not universal corporate performance",https://www.redseaglobal.com/|https://www.redseaglobal.com/en/responsible-development/|https://www.redseaglobal.com/en/responsible-development/planet/|https://webserver-redseaportal-prd.lfr.cloud/en/web/guest/responsible-development,2026-08-30,operator_coverage_additions.csv,1,false,
org-redfin-72aad9b,Redfin,Redfin,https://www.redfin.com/,active,,United States,United States,,residential brokerage marketplace,,,S/F/H,,,,C,Digital brokerage comparator,B,Large digital brokerage marketplace,"Digital brokerage, search, valuation and transaction workflows",Integrated brokerage and software,Redfin platform,Unknown,unknown,Verify current AI and transaction metrics,https://www.redfin.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-rewa-f6d2379,Rewa,Rewa,,cohort-selected,2026-08-30,India/Middle East,Middle East,Unknown,Company,Fintech,NAR REACH Middle East 2026,Finance,Operations,Rental payments/tenant rewards,Early,A,Low,B,,,,,Digital rental payments with tenant rewards and landlord collection,Cohort selection/self-description,Payment licensing and local rails,https://www.nar-reach.com/news,2026-08-30,proptech_startups_agent.csv,1,false,
org-rezi-dfe4679,REZI,REZI,https://www.ycombinator.com/companies/rezi,active,2026-08-30,United States,United States,2016,Company,Marketplace/SaaS,YC W2017,Sales,Operations,Automated apartment leasing,Scaleup,A,Low,B,,,,,Automated mobile apartment leasing and landlord rent guarantee,YC self-description,US tenancy law and guarantee economics,https://www.ycombinator.com/companies/rezi,2026-08-30,proptech_startups_agent.csv,1,false,
org-roshn-db6668f,ROSHN,ROSHN,https://www.roshn.sa/,active,,Saudi Arabia,Saudi Arabia,,housing developer,,,L/D/S/H/O,,,,C,Regional housing and community comparator,B,Large Saudi housing developer,"Digital sales, community services and construction technology to verify",Government-backed ecosystem,Unknown—verify platforms,Unknown,unknown,Primary programme evidence required,https://www.roshn.sa/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-runwise-276380c,Runwise,Runwise,https://www.runwise.com/,active,2026-08-30,United States,North America,unknown,private company,managed service plus software,Independent,L8 Property operations,L10 ESG,wireless heating cooling and building-monitoring controls retrofit platform,scaleup,A,Medium-high,B,,,,,Wireless controls and sensors retrofit central heating/cooling and leak/water monitoring with portfolio visibility and published savings,official product description; company-reported outcome,"10,600 buildings, $173m savings and 23% savings are company-reported; strongest fit is centrally heated North American stock",https://www.runwise.com/|https://www.runwise.com/faq|https://lp.runwise.com/wireless-heating-controls-demo,2026-08-30,enterprise_platform_additions.csv,1,false,
org-sekisui-house-50bc068,Sekisui House,Sekisui House,https://www.sekisuihouse.co.jp/english/,active,,Japan,Japan global,,homebuilder developer,,,D/C/H/O/E,,,,C,High-quality residential delivery comparator,B,Large Japanese homebuilder,"Factory production, smart homes and lifecycle service to verify",Internal R&D and partnerships,Unknown—verify products,Unknown,unknown,Primary report review required,https://www.sekisuihouse.co.jp/english/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-sharebari-9a44fdf,ShareBari,ShareBari,https://sharebari.com/,active,2026-08-30,Bangladesh,Bangladesh,Unknown,private-startup,subscription-SaaS,local-early-stage,shared-project-shareholder-accounting,documents-progress-investor-comms,shareholder-governance-SaaS,early-stage,B/D,shared-JV-investor-transparency,B,,,,,Padma-Builders-demo-not-paying-customer-proof,company-product-page,unknown,https://sharebari.com/,2026-08-30,regional_companies_agent.csv,1,false,
org-sidewalk-labs-quayside-b7600cf,Sidewalk Labs / Quayside,Sidewalk Labs / Quayside,https://www.waterfrontoronto.ca/,inactive,,Canada,Canada,,cancelled smart-city development,,,L/D/O/E,,,,A,"Failure lesson for scope, legitimacy, privacy and viability",B,12-acre project; agreement terminated 17 May 2020,Data-driven connected-city testbed,Alphabet/Waterfront Toronto partnership,Quayside,Cancelled 7 May 2020; agreement terminated 17 May,observed,Do not frame as current active project,https://www.waterfrontoronto.ca/|https://www.waterfrontoronto.ca/sites/default/files/documents/plan-development-agreement-amendments-and-sidewalk-labs--termination-notice---termination-effective-date---may-17-2020.pdf|https://techcrunch.com/2020/05/07/sidewalk-labs-shuts-down-toronto-project/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-smartcrowd-51aef62,SmartCrowd,SmartCrowd,https://www.smartcrowd.ae/,active,2026-08-30,United Arab Emirates,Dubai-UAE,Unknown,private-fintech,platform-asset-fees,DFSA-DIFC-DLD,fractional-property-investment,SPV-distributions-exit,fractional-real-estate,scale,B,SPV-investor-transparency,B,,,,,legal-structure-not-Bangladesh-ready,company-help-center,unknown,https://www.smartcrowd.ae/|https://help-center.smartcrowd.ae/en/articles/7122055-how-are-investments-structured-at-smartcrowd,2026-08-30,regional_companies_agent.csv,1,false,
org-sobha-sobha-realty-73bebee,Sobha Limited / Sobha Realty,Sobha Limited / Sobha Realty,https://www.sobha.com/,active,,India / United Arab Emirates,India UAE,,backward-integrated developer,,,D/C/H/O/E,,,,B,India/UAE vertically integrated delivery comparator,B,Company profile claim: 148m sq ft and 600+ projects delivered,"BIM, home automation, BMS/IoT, water systems, cybersecurity and payments",Backward integration and internal technology operations,BIM 360; BMS; IoT dashboards; SOC; smart irrigation; payments,148m sq ft / 600+ projects is company claim; no causal tech ROI,company-reported,Separate legal entities; verify metric ownership,https://www.sobha.com/|https://www.sobha.com/investor-relations/|https://sobhaltd.in/updates/sobha-honoured-as-real-estate-developer-of-year-residential-2025/|https://sobharealty.com/sites/default/files/2025-07/SR%202024%20SOBHA%2031%20JULY%202025%20V2%20all_compressed.pdf,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-stackwrap-dab4401,StackWrap,StackWrap,,cohort-selected,2026-08-30,United States,United States,Unknown,Company,SaaS,NAR REACH US Residential 2026,Operations,Data,Tech-stack command center,Early,A,Medium,B,,,,,Wraps existing tools into secure dashboard and tracks tech adoption,Cohort selection/self-description,Integration/security claims need diligence,https://www.nar-reach.com/second-century-ventures-announces-6-technology-companies-for-2026-reach-scale-up-program,2026-08-30,proptech_startups_agent.csv,1,false,
org-stairs-financial-76f4a0b,Stairs Financial,Stairs Financial,https://www.ycombinator.com/companies/stairs-financial,active,2026-08-30,United States,United States,2022,private startup,fintech and govtech referral,Y Combinator W2022,L3 Capital/finance,L6 Marketing/sales,housing-affordability grants loans and tax-benefit discovery,early-stage,A,Medium,B,,,,,"YC describes a home-search and finance workflow that matches young buyers with grants, loans and tax breaks",YC company description,Government-program eligibility and regulated financial referrals are country-specific; useful for affordability and customer-finance research.,https://www.ycombinator.com/companies/stairs-financial,2026-08-30,coverage_gap_additions.csv,1,false,
org-stockland-96c6c0b,Stockland,Stockland,https://www.stockland.com.au/,active,,Australia,Australia,,residential mixed-use community owner,,,L/H/O/E,,,,C,Community developer comparator,B,Large Australian community platform,"Digital customer journey, community operations and energy to verify",Internal platform and partnerships,Unknown—verify programmes,Unknown,unknown,Primary report review required,https://www.stockland.com.au/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-sublime-systems-b5e57c0,Sublime Systems,Sublime Systems,https://sublime-systems.com/,active,2026-08-30,United States,United States with global commercialization pathway,2020,private materials technology company,manufactured cement partnerships and future production licensing,,L10 ESG climate and resilience,L5 Construction delivery,electrochemical low-carbon cement manufacturing,pilot-to-commercial scaleup,A,Represents a fundamentally different electrified cement pathway rather than incremental mix optimization,B,,,,,Sublime produces ASTM-compliant cement through a fully electrified electrochemical process and is developing its first commercial kiloton facility after a 250-ton-per-year pilot.,official product and scale description,Commercial facility timing and mature-scale cost are forward-looking; emissions and durability performance require scope-specific third-party review.,https://sublime-systems.com/|https://sublime-systems.com/sublime-cement/|https://sublime-systems.com/our-process/,2026-08-30,final_residual_additions.csv,1,false,
org-subvysion-47747d0,SubVysion,SubVysion,https://www.ycombinator.com/companies/subvysion,active,2026-08-30,United States,United States,Unknown,Company,Hardware/data,YC S2026,Construction,Infrastructure,Underground utility mapping,Very early,A,Medium,B,,,,,Centimeter-accurate 3D utility maps for safer digging,YC self-description,Local utility records sensors and permissions,https://www.ycombinator.com/companies/subvysion,2026-08-30,proptech_startups_agent.csv,1,false,
org-swire-properties-64248d6,Swire Properties,Swire Properties,https://www.swireproperties.com/,active,,Hong Kong,Hong Kong China Asia,,mixed-use developer owner,,,H/O/E,,,,C,Premium mixed-use comparator,B,Premium mixed-use portfolio,"Smart-building connectivity, tenant experience and ESG analytics to verify",Internal sustainability and partnerships,Unknown—verify platforms,Unknown,unknown,Product-level evidence required,https://www.swireproperties.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-takeem-1d723c2,Takeem,Takeem,,cohort-selected,2026-08-30,United Arab Emirates,Middle East,Unknown,Company,Marketplace/fintech,NAR REACH Middle East 2026,Sales,Finance,Digital rental platform,Early,A,Low,B,,,,,Digital rental process pre-qualification and landlord income protection,Cohort selection/self-description,Insurance/credit/regulatory diligence,https://www.nar-reach.com/news,2026-08-30,proptech_startups_agent.csv,1,false,
org-tandem-93731a1,Tandem,Tandem,https://www.ycombinator.com/companies/tandem-2,active,2026-08-30,United States,United States,Unknown,Company,AI SaaS,YC S2024,Sales,Data,CRE leasing/deal data,Early,A,Medium,B,,,,,AI office search and deal-package extraction; YC says 50+ customers,YC self-description,US data and identity lineage needs check,https://www.ycombinator.com/companies/tandem-2,2026-08-30,proptech_startups_agent.csv,1,false,
org-tire-swing-eca8d51,Tire Swing,Tire Swing,https://www.ycombinator.com/companies/tire-swing,active,2026-08-30,United States,United States,Unknown,Company,SaaS/AI,YC W2025,Operations,Legal,Affordable-housing compliance,Very early,A,Low,B,,,,,Eligibility certification and recertification workflow,YC self-description,US programs and fairness/privacy risk,https://www.ycombinator.com/companies/tire-swing,2026-08-30,proptech_startups_agent.csv,1,false,
org-travelio-bdec63d,Travelio,Travelio,https://www.travelio.com/en/faq,active,2026-08-30,Indonesia,Indonesia,2015,private company,booking commissions and property management,Independent,L7 Occupancy,L6 Marketing/sales/L8 Property operations,online rental marketplace and professionally managed apartments,scaleup,A,Medium,B,,,,,"Technology platform supports rent, buy and sell plus Travelio Property Management for furnished and unfurnished units; official FAQ reports 8,000+ properties",company-reported inventory and product description,"Inventory is self-reported; short-term rental, tenancy, building rules and service-level economics are local.",https://www.travelio.com/en/faq|https://www.travelio.com/tpm,2026-08-30,coverage_gap_additions.csv,1,false,
org-truzo-5012b1e,Truzo,Truzo,https://www.truzo.app/,pilot,2026-08-30,Bangladesh,Bangladesh,Unknown,private-startup,project-SaaS,local-pilot,proof-expenses-committee-approval,shareholder-payments-progress,construction-governance-SaaS,pilot,B/D,dispute-reduction-expense-evidence,B,,,,,site-says-Now-in-Pilot-and-zero-disputes-is-claim,company-claim,unknown,https://www.truzo.app/,2026-08-30,regional_companies_agent.csv,1,false,
org-turner-construction-7925c54,Turner Construction,Turner Construction,https://www.turnerconstruction.com/,active,,United States,United States,,general contractor,,,D/C,,,,C,Construction implementation comparator,B,Major US contractor,"BIM/VDC, safety analytics, robotics and project controls to verify",Internal innovation and partnerships,Unknown—verify products,Unknown,unknown,Primary evidence required,https://www.turnerconstruction.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-unova-estate-7be6c79,Unova-Estate,Unova-Estate,https://www.estate.unova.bd/,active,2026-08-30,Bangladesh,Bangladesh,Unknown,private-startup,subscription-SaaS,local-AI-vendor,CRM-inventory-booking,land-BOQ-construction-HR-finance,AI-developer-ERP-CRM,early-stage,B/D,local-language-JV-PDC,B,,,,,45-percent-efficiency-and-zero-double-booking-self-claims,company-claim,request-references-security-docs,https://www.estate.unova.bd/|https://www.estate.unova.bd/solutions/erp-for-real-estate-developers,2026-08-30,regional_companies_agent.csv,1,false,
org-veev-by-lennar-844d2b1,Veev by Lennar,Veev by Lennar,https://www.veev.com/,active,,United States,United States,,precision-built home technology acquired by builder,,,D/C,,,,B,Shows capability can survive strategic integration,B,Official biography says >$500m raised and acquired by Lennar in 2023,"Prefabrication, enclosed-wall technology and precision-built homes",Venture-backed startup integrated into Lennar,Veev; LENX,>$500m raised; acquisition in 2023 (company biography),company-reported,Confirm transaction terms and post-acquisition deployment,https://www.veev.com/|https://www.veev.com/about-us/|https://www.lennar.com/about/companies,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-vinci-0e581b1,VINCI,VINCI,https://www.vinci.com/,active,,France,Global,,concessions construction energy solutions,,,D/C/O/E,,,,A,Scale and decentralised implementation benchmark,B,€74.6bn revenue in 2025,Digital tools and sustainable construction via decentralised lines,Innovation Awards; startup partnerships; business-line pilots,VINCI Innovation Awards; digital construction,€74.6bn revenue; no PropTech ROI disclosed,observed,Group metric is not technology outcome,https://www.vinci.com/|https://www.vinci.com/en/faq|https://vinci-construction.com/en/engagements/innovation_eng/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-vonovia-41d0ca4,Vonovia,Vonovia,https://www.vonovia.com/en/,active,2026-08-30,Germany,Europe,2001,listed residential landlord and operator,"mass-rental operations, refurbishment, smart energy, automation and tenant service",Independent,L/S/H/O/E,F,European residential owner/operator and services platform,scale operator,B,Adds the missing European mass-rental operating model and a portfolio-scale energy/refurbishment benchmark,B,,,,,"2025 annual report explicitly identifies digitalization, automation, AI and smart energy as strategic opportunities",official annual report; observed strategy,Named products and causal outcomes require deeper report extraction; do not score generic AI language,https://www.vonovia.com/en/|https://www.vonovia.com/en/investors/news-and-publications/results-presentations|https://www.vonovia.com/en/content/download/310373/file/Vonovia_SE_Annual_Report_2025.pdf,2026-08-30,operator_coverage_additions.csv,1,false,
org-vts-42d9767,VTS,VTS,https://www.vts.com/,active,,United States,Global,,CRE leasing software,,,S/H/O,,,,C,Potential commercial leasing data layer,B,CRE leasing and asset operations platform,"Leasing, tenant experience and portfolio workflows to verify",Enterprise SaaS and partner ecosystem,VTS; VTS Rise,Unknown,unknown,Verify current AI and customer outcomes,https://www.vts.com/,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-wakecap-a08c5b1,WakeCap,WakeCap,https://www.wakecap.com/,active,2026-08-30,Saudi Arabia,Saudi-Arabia-UAE-US-Japan,Unknown,private-growth,hardware-SaaS-partnerships,Saudi-contech,site-workforce-equipment-visibility,safety-reality-capture,IoT-construction-operations,scale,B,site-evidence-safety,B,,,,,OpenSpace-partnership-and-Crews-acquisition-dated-outcomes-not-audited,company-announcements,unknown,https://www.wakecap.com/|https://www.wakecap.com/news-and-events/wakecap-openspace-partnership|https://www.wakecap.com/news-and-events/wakecap-acquires-crews-by-core,2026-08-30,regional_companies_agent.csv,1,false,
org-watad-43c1925,Watad,Watad,,cohort-selected,2026-08-30,United Arab Emirates,Middle East,Unknown,Company,Marketplace/fintech,NAR REACH Middle East 2026,Procurement,Finance,Building-material procurement with embedded finance,Early,A,High,B,,,,,AI-enabled materials procurement and embedded finance signal,Cohort selection/self-description,Supply quality finance licensing and local delivery,https://www.nar-reach.com/news,2026-08-30,proptech_startups_agent.csv,1,false,
org-wereno-34fab03,WeReno,WeReno,https://www.ycombinator.com/companies/wereno,active,2026-08-30,Canada,Canada and North America,2022,private startup,AI SaaS and services,Y Combinator W2022,L5 Construction,L8 Property operations,AI owner's representative for renovations and capital projects,early-growth,A,Medium,B,,,,,"YC describes drawing analysis, scopes, cost estimates, RFQs, vendor coordination and execution tracking",YC company description,"Construction drawings, trade pricing, contracts and vendor market are jurisdiction-specific; treat as workflow benchmark.",https://www.ycombinator.com/companies/wereno,2026-08-30,coverage_gap_additions.csv,1,false,
org-wework-8768417,WeWork,WeWork,https://www.wework.com/,restructured,,United States,Global,,flexible workspace operator,,,S/H/O/F,,,,A,"Failure lesson for fixed leases, utilisation and capital structure",B,Chapter 11 Nov 2023; emerged June 2024,Technology-enabled flexible space and community,Venture-backed operator; restructuring,Flexible workspace platform,Chapter 11 and restructuring documented in court/SEC records,observed,Refresh current footprint before publication,https://www.wework.com/|https://www.njb.uscourts.gov/wework|https://www.sec.gov/Archives/edgar/data/1813756/000119312523274596/d295389d8k.htm,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-zenatix-bb347b7,Zenatix,Zenatix,https://www.zenatix.com/,active,2026-08-30,India,India,Unknown,subsidiary,hardware-SaaS,Schneider-Electric,building-energy-monitoring,IoT-analytics-efficiency,smart-building-energy,scale,B,energy-management,B,,,,,3000-sites-and-ROI-under-24-months-company-claims,company-page,unknown,https://www.zenatix.com/|https://www.zenatix.com/about/,2026-08-30,regional_companies_agent.csv,1,false,
org-zestyai-c21da1c,ZestyAI,ZestyAI,https://zesty.ai/,active,2026-08-30,United States,United States,unknown,private startup,AI SaaS and services,Independent,L10 ESG,L1 Land/site/L8 Property operations/L9 Portfolio,AI property risk intelligence for insurance inspection and mitigation,scaleup,B,Medium-high,B,,,,,"Aerial imagery, permits, parcel and loss signals support wildfire hail wind storm water and fire risk workflows for insurers",official product description; company-reported scale,"Coverage, regulatory approvals, carrier ROI and segmentation figures are company-reported and U.S.-centric",https://zesty.ai/,2026-08-30,enterprise_platform_additions.csv,1,false,
org-propertyguru-366b88f,PropertyGuru,PropertyGuru,https://www.propertyguru.com.sg/,active,2026-08-30,Singapore,Singapore-Malaysia-Indonesia-Thailand || SEA,2007,public-status-verify || Company,advertising-subscriptions-leads || Ads/leads marketplace,SEA-portal || Independent,property-discovery-advertising || Sales,developer-leads-data-events || Finance,online-property-portal || Property marketplace,scale || Public,A,portal-data-content || High,B || A,,,,,11m-buyers-and-enquiry-figures-company-claims || SEA property search and developer/broker leads,company-page || Product description,unknown || Listing freshness attribution and channel conflict,https://www.propertyguru.com.sg/|https://www.propertyguru.com.sg/about-us/our-company,2026-08-30,proptech_startups_agent.csv|regional_companies_agent.csv,2,false,
org-express-building-add003f,Express Building,Express Building,https://www.ycombinator.com/companies/express-building,active,2026-08-30,Singapore,Indonesia/Philippines || Indonesia Philippines,Unknown,Company || YC affordable housing finance startup,Fintech,YC S2022,Finance || L/F,Land,Affordable housing developer finance,Early,A,Medium || Regional affordable-development pattern,B || C,Scale unknown,Pre-sold affordable housing development pipeline and finance,YC-backed startup,Express Building,Pre-sold affordable development finance || Unknown,YC self-description || startup self-report,Local credit title and presales legal fit || Verify financing licence and defaults,https://www.ycombinator.com/companies/express-building|https://www.ycombinator.com/companies/industry/real-estate-and-construction,2026-08-30,global_real_estate_pioneers_agent.csv|proptech_startups_agent.csv,2,false,
org-flatx-046b6ca,FlatX,FlatX,https://www.ycombinator.com/companies/flatx,active,2026-08-30,India,India,Unknown,Company || YC rental marketplace,Marketplace,YC S2022,Sales || S/H,Operations,Rental/flatmate marketplace,Very early,A,Low || South Asian rental-discovery pattern,B || C,Scale unknown,AI rental and flatmate matching,YC-backed startup,FlatX,AI rental and flatmate matching || Unknown,YC self-description || startup self-report,Inventory liquidity fraud and tenancy law || Verify current operating status,https://www.ycombinator.com/companies/flatx|https://www.ycombinator.com/companies/industry/real-estate-and-construction,2026-08-30,global_real_estate_pioneers_agent.csv|proptech_startups_agent.csv,2,false,
org-alchemist-built-world-adjacent-portfolio-c108545,Alchemist built-world adjacent portfolio,Alchemist built-world adjacent portfolio,https://www.alchemistaccelerator.com/portfolio-2,active,2026-08-30,United States,Global,2012,Accelerator,Portfolio/program,Alchemist,Construction,AI,Enterprise/deeptech ecosystem index,Portfolio index,A,Medium,C,,,,,Portfolio includes EDEN Scription 36ZERO Vision Critical Loop and Legitify,Program/portfolio description,Adjacency and current operating status vary,https://www.alchemistaccelerator.com/portfolio-2,2026-08-30,proptech_startups_agent.csv,1,false,
org-ampd-energy-d47df2a,Ampd Energy,Ampd Energy,https://www.ampd.energy/,active,2026-08-30,Australia,Asia/global,Unknown,Company,Hardware plus software,Taronga RealTechX,Construction,Climate,Construction batteries,Scaleup,B,Medium,C,,,,,Battery systems replace diesel on jobsites; CDL/Microsoft cases via Taronga,Customer/vendor case,Import service grid safety capex and warranty,https://www.ampd.energy/|https://tarongagroup.com/realtechx/,2026-08-30,proptech_startups_agent.csv,1,false,
org-apply-design-73f51a0,Apply Design,Apply Design,https://www.ycombinator.com/companies/apply-design,active,2026-08-30,Israel,Global,2022,private startup,subscription SaaS,Y Combinator S2022,L6 Marketing/sales,L11 Handover/end-of-life,AI virtual staging for property marketing,scaleup,A,Low-medium,C,,,,,"YC describes one-click photorealistic staging and reports 10,000+ properties processed monthly",company-reported scale via YC description,"Image provenance, disclosure, copyright and buyer-expectation risk matter; staging does not prove conversion or price lift.",https://www.ycombinator.com/companies/apply-design,2026-08-30,coverage_gap_additions.csv,1,false,
org-archilabs-8f4d23e,ArchiLabs,ArchiLabs,https://www.ycombinator.com/companies/archilabs,unknown,,United States,Global/unknown,,YC data-centre design startup,,,D/C,,,,D,Potential data-centre design pilot,C,"Founder profile cites prior $10.6m contracted run rate, not current company",AI data-centre design OS,YC-backed startup,ArchiLabs,"$10.6m is prior-company claim, not ArchiLabs outcome",startup self-report,Separate founder history from current traction,https://www.ycombinator.com/companies/archilabs,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-bpc-2d7019e,BPC,BPC,,unclear,2026-08-30,Bangladesh,Unknown,Unknown,Unknown,Unknown,identity-unresolved,Unknown,Unknown,unresolved,Unknown,D,exclude-until-legal-identity,C,,,,,searches-resolve-to-non-PropTech-entities,negative-verification,provide-legal-name-or-domain,https://www.wikipedia.org/wiki/BPC,2026-08-30,regional_companies_agent.csv,1,false,
org-brick-and-mortar-ventures-portfolio-8dcb652,Brick & Mortar Ventures portfolio,Brick & Mortar Ventures portfolio,https://brickmortar.vc/portfolio,active,2026-08-30,United States,Global,2015,Investor,Portfolio,Brick & Mortar Ventures,Construction,Facilities,AEC/FM VC ecosystem index,Portfolio index,A,High,C,,,,,Specialist portfolio of construction/AEC/FM software and hardware,Investor portfolio,Active versus exited labels need per-company checks,https://brickmortar.vc/portfolio,2026-08-30,proptech_startups_agent.csv,1,false,
org-buildingconnected-001c81a,BuildingConnected,BuildingConnected,https://construction.autodesk.com/products/buildingconnected/,acquired,2026-08-30,United States,Global,2012,Subsidiary,Marketplace/SaaS,Brick & Mortar,Procurement,Construction,Construction bidding,Acquired,A,Medium,C,,,,,Subcontractor bid/network management; historical exit,Portfolio/ownership record,Current parent product and local trade network must be checked,https://construction.autodesk.com/products/buildingconnected/|https://brickmortar.vc/portfolio,2026-08-30,proptech_startups_agent.csv,1,false,
org-cobblestone-e6f3985,Cobblestone,Cobblestone,https://www.ycombinator.com/companies/cobblestone,acquired,2026-08-30,United States,United States,Unknown,Company,SaaS,YC W2023,Operations,Finance,Landlord fraud/delinquency,Acquired,A,Low,C,,,,,Software to reduce landlord delinquency and fraud,YC status,Historical only; no current vendor assumption,https://www.ycombinator.com/companies/cobblestone,2026-08-30,proptech_startups_agent.csv,1,false,
org-easyknock-980472f,EasyKnock,EasyKnock,https://easyknock.com/,inactive,2026-08-30,United States,United States,2016,Company,Asset-backed service,Independent,Finance,Sales,Sale-leaseback proptech,Shut down,B,Low,C,,,,,Technology-enabled residential sale-leaseback company announced closure in December 2024,Reputable press report,Consumer-protection and underwriting failure case; old site/product not current,https://easyknock.com/|https://therealdeal.com/national/2024/12/09/easyknock-suddenly-shuts-down/,2026-08-30,proptech_startups_agent.csv,1,false,
org-equipmentshare-b7b2fd1,EquipmentShare,EquipmentShare,https://www.equipmentshare.com/,active,,United States,United States global,,construction equipment and fleet software,,,C/O/F,,,,D,Construction fleet-data comparator,C,"YC profile reports 5,400 employees; verify independently","Cloud equipment rental, telematics, tracking and security",YC-backed venture plus operating platform,EquipmentShare platform; fleet tracking,"5,400 employees (YC profile claim)",startup self-report,YC profile is not audited,https://www.equipmentshare.com/|https://www.ycombinator.com/companies/industry/real-estate-and-construction,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-fieldwire-4bfc09b,Fieldwire,Fieldwire,https://www.fieldwire.com/,acquired,2026-08-30,United States,Global,2013,Subsidiary,SaaS,Brick & Mortar,Construction,Operations,Field construction management,Acquired,A,Medium,C,,,,,Mobile plans tasks forms and punch lists,Portfolio/ownership record,Current ownership support and offline/local fit,https://www.fieldwire.com/|https://brickmortar.vc/portfolio,2026-08-30,proptech_startups_agent.csv,1,false,
org-fifth-wall-portfolio-17b20c3,Fifth Wall portfolio,Fifth Wall portfolio,https://www.fifthwall.com/portfolio,active,2026-08-30,United States,Global,2016,Investor,Portfolio,Fifth Wall,Data,Climate,Built-world VC ecosystem index,Portfolio index,A,Medium,C,,,,,Portfolio spans real estate technology and energy with active/exited labels,Investor portfolio,Verify each company status and geography,https://www.fifthwall.com/portfolio,2026-08-30,proptech_startups_agent.csv,1,false,
org-fresco-c724191,Fresco,Fresco,,unknown,,United States,United States,,YC construction takeoff startup,,,C,,,,D,Potential estimating pilot,C,"Profile claims 3,000+ takeoffs",AI trade takeoff and estimating,YC-backed startup,Fresco,"3,000+ takeoffs; 99% accuracy; 70% time reduction claimed",startup self-report,Claims require customer validation,https://www.ycombinator.com/companies/industry/real-estate-and-construction,2026-08-30,global_real_estate_pioneers_agent.csv,1,false,
org-housmart-propocloud-a0ab301,Housmart-PropoCloud,Housmart-PropoCloud,https://www.j-vgi.co.jp/en/news/housmart211008,acquired,2026-08-30,Japan,Japan,2014,acquired-startup,SaaS,GA-acquisition-2024,broker-lead-nurture,automated-property-matching,real-estate-sales-SaaS,acquired,C,acquisition-case-study,C,,,,,GA-filing-records-Jan-2024-acquisition,company-plus-filing,unknown,https://www.j-vgi.co.jp/en/news/housmart211008|https://edinetdb.jp/company/E34177/text?fy=2024,2026-08-30,regional_companies_agent.csv,1,false,
