entity_id,display_name,aliases_json,record_type,record_type_basis,canonical_url,canonical_url_status,discovery_profile_urls_json,status_current,operating_status_legacy,status_conflict,status_evidence_date,status_observed_at,status_date_note,last_verified,headquarters_country,headquarters_country_values_legacy_json,headquarters_country_conflict,operating_regions_json,founding_year,founding_year_values_json,founding_year_note,business_models_json,ecosystem_memberships_json,lifecycle_codes_json,lifecycle_mapping_methods_json,lifecycle_labels_legacy_json,lifecycle_unmapped_labels_json,category_labels_json,maturity_band_provisional,maturity_labels_legacy_json,mrl,mrl_note,reviewed_relevance_tier,relevance_tier_values_json,relevance_tier_conflict,jcx_relevance_notes_json,legacy_evidence_grades_json,source_quality_grades_provisional_json,source_count,source_urls_json,source_datasets_json,merged_record_count,publication_readiness,review_flags_json
org-travelio-bdec63d,Travelio,[],organization,default operating/legal identity,https://www.travelio.com/en/faq,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Indonesia,"[""Indonesia""]",false,"[""Indonesia""]",2015,"[""2015""]",,"[""booking commissions and property management""]","[""Independent""]","[""L6"",""L7"",""L8""]","[""explicit_code"",""keyword_inference""]","[""L7 Occupancy"",""L6 Marketing/sales/L8 Property operations""]",[],"[""online rental marketplace and professionally managed apartments""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S2""]",2,"[""https://travelio.com/en/faq"",""https://travelio.com/tpm""]","[""coverage_gap_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-truzo-5012b1e,Truzo,[],organization,default operating/legal identity,https://www.truzo.app/,resolved,[],pilot,pilot,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Bangladesh,"[""Bangladesh""]",false,"[""Bangladesh""]",,"[""Unknown""]",Not verified in the current source layer.,"[""project-SaaS""]","[""local-pilot""]","[""L3"",""L5""]","[""keyword_inference""]","[""proof-expenses-committee-approval"",""shareholder-payments-progress""]",[],"[""construction-governance-SaaS""]",early_or_growth_signal,"[""pilot""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""dispute-reduction-expense-evidence""]","[""B/D""]","[""S2""]",1,"[""https://truzo.app/""]","[""regional_companies_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-turner-construction-7925c54,Turner Construction,[],organization,default operating/legal identity,https://www.turnerconstruction.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,[],Not verified in the current source layer.,[],[],"[""L4"",""L5""]","[""documented_legacy_shorthand""]","[""D/C""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Construction implementation comparator""]","[""C""]","[""S2""]",1,"[""https://turnerconstruction.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-unova-estate-7be6c79,Unova-Estate,[],organization,default operating/legal identity,https://www.estate.unova.bd/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Bangladesh,"[""Bangladesh""]",false,"[""Bangladesh""]",,"[""Unknown""]",Not verified in the current source layer.,"[""subscription-SaaS""]","[""local-AI-vendor""]","[""L1"",""L3"",""L5"",""L6""]","[""keyword_inference""]","[""CRM-inventory-booking"",""land-BOQ-construction-HR-finance""]",[],"[""AI-developer-ERP-CRM""]",early_or_growth_signal,"[""early-stage""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""local-language-JV-PDC""]","[""B/D""]","[""S2""]",2,"[""https://estate.unova.bd/"",""https://estate.unova.bd/solutions/erp-for-real-estate-developers""]","[""regional_companies_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-veev-by-lennar-844d2b1,Veev by Lennar,[],organization,default operating/legal identity,https://www.veev.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,[],Not verified in the current source layer.,[],[],"[""L4"",""L5""]","[""documented_legacy_shorthand""]","[""D/C""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Shows capability can survive strategic integration""]","[""B""]","[""S2""]",3,"[""https://lennar.com/about/companies"",""https://veev.com/"",""https://veev.com/about-us""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-vinci-0e581b1,VINCI,[],organization,default operating/legal identity,https://www.vinci.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,France,"[""France""]",false,"[""Global""]",,[],Not verified in the current source layer.,[],[],"[""L4"",""L5"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""D/C/O/E""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Scale and decentralised implementation benchmark""]","[""A""]","[""S2""]",3,"[""https://vinci-construction.com/en/engagements/innovation_eng"",""https://vinci.com/"",""https://vinci.com/en/faq""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-vonovia-41d0ca4,Vonovia,[],organization,default operating/legal identity,https://www.vonovia.com/en/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Germany,"[""Germany""]",false,"[""Europe""]",2001,"[""2001""]",,"[""mass-rental operations, refurbishment, smart energy, automation and tenant service""]","[""Independent""]","[""L1"",""L6"",""L7"",""L8"",""L10""]","[""documented_legacy_shorthand""]","[""L/S/H/O/E"",""F""]",[],"[""European residential owner/operator and services platform""]",scaled_or_enterprise_signal,"[""scale operator""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Adds the missing European mass-rental operating model and a portfolio-scale energy/refurbishment benchmark""]","[""B""]","[""S2""]",3,"[""https://vonovia.com/en"",""https://vonovia.com/en/content/download/310373/file/Vonovia_SE_Annual_Report_2025.pdf"",""https://vonovia.com/en/investors/news-and-publications/results-presentations""]","[""operator_coverage_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-vts-42d9767,VTS,[],organization,default operating/legal identity,https://www.vts.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",,[],Not verified in the current source layer.,[],[],"[""L6"",""L7"",""L8""]","[""documented_legacy_shorthand""]","[""S/H/O""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Potential commercial leasing data layer""]","[""C""]","[""S2""]",1,"[""https://vts.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-wakecap-a08c5b1,WakeCap,[],organization,default operating/legal identity,https://www.wakecap.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Saudi Arabia,"[""Saudi Arabia""]",false,"[""Saudi-Arabia-UAE-US-Japan""]",,"[""Unknown""]",Not verified in the current source layer.,"[""hardware-SaaS-partnerships""]","[""Saudi-contech""]","[""L5""]","[""keyword_inference""]","[""site-workforce-equipment-visibility"",""safety-reality-capture""]",[],"[""IoT-construction-operations""]",scaled_or_enterprise_signal,"[""scale""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""site-evidence-safety""]","[""B""]","[""S2""]",3,"[""https://wakecap.com/"",""https://wakecap.com/news-and-events/wakecap-acquires-crews-by-core"",""https://wakecap.com/news-and-events/wakecap-openspace-partnership""]","[""regional_companies_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-watad-43c1925,Watad,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://nar-reach.com/news""]",unknown,cohort-selected,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United Arab Emirates,"[""United Arab Emirates""]",false,"[""Middle East""]",,"[""Unknown""]",Not verified in the current source layer.,"[""Marketplace/fintech""]","[""NAR REACH Middle East 2026""]","[""L3"",""L5""]","[""keyword_inference""]","[""Procurement"",""Finance""]",[],"[""Building-material procurement with embedded finance""]",early_or_growth_signal,"[""Early""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""High""]","[""A""]","[""S4""]",1,"[""https://nar-reach.com/news""]","[""proptech_startups_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-wereno-34fab03,WeReno,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/wereno""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Canada,"[""Canada""]",false,"[""Canada and North America""]",2022,"[""2022""]",,"[""AI SaaS and services""]","[""Y Combinator W2022""]","[""L5"",""L8""]","[""explicit_code"",""keyword_inference""]","[""L5 Construction"",""L8 Property operations""]",[],"[""AI owner's representative for renovations and capital projects""]",early_or_growth_signal,"[""early-growth""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/wereno""]","[""coverage_gap_additions.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-wework-8768417,WeWork,[],organization,default operating/legal identity,https://www.wework.com/,resolved,[],pivoted,restructured,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",,[],Not verified in the current source layer.,[],[],"[""L3"",""L6"",""L7"",""L8""]","[""documented_legacy_shorthand""]","[""S/H/O/F""]",[],[],historical_or_transitioned,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Failure lesson for fixed leases, utilisation and capital structure""]","[""A""]","[""S1"",""S2""]",3,"[""https://njb.uscourts.gov/wework"",""https://sec.gov/Archives/edgar/data/1813756/000119312523274596/d295389d8k.htm"",""https://wework.com/""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-zenatix-bb347b7,Zenatix,[],organization,default operating/legal identity,https://www.zenatix.com/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,India,"[""India""]",false,"[""India""]",,"[""Unknown""]",Not verified in the current source layer.,"[""hardware-SaaS""]","[""Schneider-Electric""]","[""L10""]","[""keyword_inference""]","[""building-energy-monitoring"",""IoT-analytics-efficiency""]",[],"[""smart-building-energy""]",scaled_or_enterprise_signal,"[""scale""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""energy-management""]","[""B""]","[""S2""]",2,"[""https://zenatix.com/"",""https://zenatix.com/about""]","[""regional_companies_agent.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-zestyai-c21da1c,ZestyAI,[],organization,default operating/legal identity,https://zesty.ai/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,"[""unknown""]",Not verified in the current source layer.,"[""AI SaaS and services""]","[""Independent""]","[""L1"",""L8"",""L9"",""L10""]","[""explicit_code"",""keyword_inference""]","[""L10 ESG"",""L1 Land/site/L8 Property operations/L9 Portfolio""]",[],"[""AI property risk intelligence for insurance inspection and mitigation""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,B,"[""B""]",false,"[""Medium-high""]","[""B""]","[""S2""]",1,"[""https://zesty.ai/""]","[""enterprise_platform_additions.csv""]",1,qualified_profile_requires_claim_review,"[""claim_level_evidence_review_required""]"
org-alchemist-built-world-adjacent-portfolio-c108545,Alchemist built-world adjacent portfolio,[],program_ecosystem,reviewed name or entity-type rule,https://www.alchemistaccelerator.com/portfolio-2,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",2012,"[""2012""]",,"[""Portfolio/program""]","[""Alchemist""]","[""L5""]","[""keyword_inference""]","[""Construction"",""AI""]",[],"[""Enterprise/deeptech ecosystem index""]",program_or_index,"[""Portfolio index""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Medium""]","[""A""]","[""S2""]",1,"[""https://alchemistaccelerator.com/portfolio-2""]","[""proptech_startups_agent.csv""]",1,discovery_program,"[""claim_level_evidence_review_required""]"
org-ampd-energy-d47df2a,Ampd Energy,[],organization,default operating/legal identity,https://www.ampd.energy/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Australia,"[""Australia""]",false,"[""Asia/global""]",,"[""Unknown""]",Not verified in the current source layer.,"[""Hardware plus software""]","[""Taronga RealTechX""]","[""L5"",""L10""]","[""keyword_inference""]","[""Construction"",""Climate""]",[],"[""Construction batteries""]",scaled_or_enterprise_signal,"[""Scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Medium""]","[""B""]","[""S2"",""S4""]",2,"[""https://ampd.energy/"",""https://tarongagroup.com/realtechx""]","[""proptech_startups_agent.csv""]",1,watchlist_profile,"[""claim_level_evidence_review_required""]"
org-apply-design-73f51a0,Apply Design,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/apply-design""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Israel,"[""Israel""]",false,"[""Global""]",2022,"[""2022""]",,"[""subscription SaaS""]","[""Y Combinator S2022""]","[""L6"",""L11""]","[""explicit_code"",""keyword_inference""]","[""L6 Marketing/sales"",""L11 Handover/end-of-life""]",[],"[""AI virtual staging for property marketing""]",scaled_or_enterprise_signal,"[""scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Low-medium""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/apply-design""]","[""coverage_gap_additions.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-archilabs-8f4d23e,ArchiLabs,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/archilabs""]",unknown,unknown,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global/unknown""]",,[],Not verified in the current source layer.,[],[],"[""L4"",""L5""]","[""documented_legacy_shorthand""]","[""D/C""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Potential data-centre design pilot""]","[""D""]","[""S4""]",1,"[""https://ycombinator.com/companies/archilabs""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-bpc-2d7019e,BPC,[],organization,default operating/legal identity,,unresolved,[],stealth_unclear,unclear,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Bangladesh,"[""Bangladesh""]",false,"[""Unknown""]",,"[""Unknown""]",Not verified in the current source layer.,"[""Unknown""]","[""identity-unresolved""]",[],[],"[""Unknown"",""Unknown""]","[""Unknown""]","[""unresolved""]",not_assessed,"[""Unknown""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""exclude-until-legal-identity""]","[""D""]","[""S3""]",1,"[""https://wikipedia.org/wiki/BPC""]","[""regional_companies_agent.csv""]",1,profile_requires_editorial_review,"[""status_conflict"",""canonical_url_unresolved"",""lifecycle_unmapped"",""claim_level_evidence_review_required""]"
org-brick-and-mortar-ventures-portfolio-8dcb652,Brick & Mortar Ventures portfolio,[],program_ecosystem,reviewed name or entity-type rule,https://brickmortar.vc/portfolio,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",2015,"[""2015""]",,"[""Portfolio""]","[""Brick & Mortar Ventures""]","[""L5"",""L8""]","[""keyword_inference""]","[""Construction"",""Facilities""]",[],"[""AEC/FM VC ecosystem index""]",program_or_index,"[""Portfolio index""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""High""]","[""A""]","[""S4""]",1,"[""https://brickmortar.vc/portfolio""]","[""proptech_startups_agent.csv""]",1,discovery_program,"[""claim_level_evidence_review_required""]"
org-buildingconnected-001c81a,BuildingConnected,[],organization,default operating/legal identity,https://construction.autodesk.com/products/buildingconnected/,resolved,[],acquired,acquired,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",2012,"[""2012""]",,"[""Marketplace/SaaS""]","[""Brick & Mortar""]","[""L5""]","[""keyword_inference""]","[""Procurement"",""Construction""]",[],"[""Construction bidding""]",historical_or_transitioned,"[""Acquired""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Medium""]","[""A""]","[""S2"",""S4""]",2,"[""https://brickmortar.vc/portfolio"",""https://construction.autodesk.com/products/buildingconnected""]","[""proptech_startups_agent.csv""]",1,watchlist_profile,"[""claim_level_evidence_review_required""]"
org-cobblestone-e6f3985,Cobblestone,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/cobblestone""]",acquired,acquired,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,"[""Unknown""]",Not verified in the current source layer.,"[""SaaS""]","[""YC W2023""]","[""L3"",""L8""]","[""keyword_inference""]","[""Operations"",""Finance""]",[],"[""Landlord fraud/delinquency""]",historical_or_transitioned,"[""Acquired""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Low""]","[""A""]","[""S4""]",1,"[""https://ycombinator.com/companies/cobblestone""]","[""proptech_startups_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""claim_level_evidence_review_required""]"
org-easyknock-980472f,EasyKnock,[],organization,default operating/legal identity,https://easyknock.com/,resolved,[],inactive,inactive,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",2016,"[""2016""]",,"[""Asset-backed service""]","[""Independent""]","[""L3"",""L6""]","[""keyword_inference""]","[""Finance"",""Sales""]",[],"[""Sale-leaseback proptech""]",historical_or_transitioned,"[""Shut down""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Low""]","[""B""]","[""S2""]",2,"[""https://easyknock.com/"",""https://therealdeal.com/national/2024/12/09/easyknock-suddenly-shuts-down""]","[""proptech_startups_agent.csv""]",1,watchlist_profile,"[""claim_level_evidence_review_required""]"
org-equipmentshare-b7b2fd1,EquipmentShare,[],organization,default operating/legal identity,https://www.equipmentshare.com/,resolved,"[""https://ycombinator.com/companies/industry/real-estate-and-construction""]",active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States global""]",,[],Not verified in the current source layer.,[],[],"[""L3"",""L5"",""L8""]","[""documented_legacy_shorthand""]","[""C/O/F""]",[],[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Construction fleet-data comparator""]","[""D""]","[""S2"",""S4""]",2,"[""https://equipmentshare.com/"",""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-fieldwire-4bfc09b,Fieldwire,[],organization,default operating/legal identity,https://www.fieldwire.com/,resolved,[],acquired,acquired,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",2013,"[""2013""]",,"[""SaaS""]","[""Brick & Mortar""]","[""L5"",""L8""]","[""keyword_inference""]","[""Construction"",""Operations""]",[],"[""Field construction management""]",historical_or_transitioned,"[""Acquired""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Medium""]","[""A""]","[""S2"",""S4""]",2,"[""https://brickmortar.vc/portfolio"",""https://fieldwire.com/""]","[""proptech_startups_agent.csv""]",1,watchlist_profile,"[""claim_level_evidence_review_required""]"
org-fifth-wall-portfolio-17b20c3,Fifth Wall portfolio,[],program_ecosystem,reviewed name or entity-type rule,https://www.fifthwall.com/portfolio,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""Global""]",2016,"[""2016""]",,"[""Portfolio""]","[""Fifth Wall""]","[""L10"",""L12""]","[""keyword_inference""]","[""Data"",""Climate""]",[],"[""Built-world VC ecosystem index""]",program_or_index,"[""Portfolio index""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Medium""]","[""A""]","[""S4""]",1,"[""https://fifthwall.com/portfolio""]","[""proptech_startups_agent.csv""]",1,discovery_program,"[""claim_level_evidence_review_required""]"
org-fresco-c724191,Fresco,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/industry/real-estate-and-construction""]",unknown,unknown,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,United States,"[""United States""]",false,"[""United States""]",,[],Not verified in the current source layer.,[],[],[],[],"[""C""]","[""C""]",[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Potential estimating pilot""]","[""D""]","[""S4""]",1,"[""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""lifecycle_unmapped"",""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-housmart-propocloud-a0ab301,Housmart-PropoCloud,[],organization,default operating/legal identity,https://www.j-vgi.co.jp/en/news/housmart211008,resolved,[],acquired,acquired,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Japan,"[""Japan""]",false,"[""Japan""]",2014,"[""2014""]",,"[""SaaS""]","[""GA-acquisition-2024""]","[""L6""]","[""keyword_inference""]","[""broker-lead-nurture"",""automated-property-matching""]",[],"[""real-estate-sales-SaaS""]",historical_or_transitioned,"[""acquired""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""acquisition-case-study""]","[""C""]","[""S2""]",2,"[""https://edinetdb.jp/company/E34177/text?fy=2024"",""https://j-vgi.co.jp/en/news/housmart211008""]","[""regional_companies_agent.csv""]",1,watchlist_profile,"[""claim_level_evidence_review_required""]"
org-inspace-a027d14,Inspace,[],organization,default operating/legal identity,https://inspace.io/,resolved,[],active,active,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Australia,"[""Australia""]",false,"[""Global""]",,"[""Unknown""]",Not verified in the current source layer.,"[""SaaS/services""]","[""Taronga RealTechX""]","[""L4"",""L6""]","[""keyword_inference""]","[""Sales"",""Design""]",[],"[""3D visualization""]",scaled_or_enterprise_signal,"[""Scaleup""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Medium""]","[""B""]","[""S2"",""S4""]",2,"[""https://inspace.io/"",""https://tarongagroup.com/realtechx""]","[""proptech_startups_agent.csv""]",1,watchlist_profile,"[""claim_level_evidence_review_required""]"
org-karmen-a81d410,Karmen,[],organization,default operating/legal identity,,discovery_profile_only,"[""https://ycombinator.com/companies/industry/real-estate-and-construction""]",unknown,unknown,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,,[],false,"[""United States / unknown""]",,[],Not verified in the current source layer.,[],[],[],[],"[""C""]","[""C""]",[],not_assessed,[],,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Potential JCX schedule-risk pilot""]","[""D""]","[""S4""]",1,"[""https://ycombinator.com/companies/industry/real-estate-and-construction""]","[""global_real_estate_pioneers_agent.csv""]",1,profile_requires_editorial_review,"[""canonical_url_unresolved"",""lifecycle_unmapped"",""category_not_assessed"",""maturity_not_assessed"",""status_evidence_date_missing"",""claim_level_evidence_review_required""]"
org-localize-ec8bde7,Localize,[],organization,default operating/legal identity,https://www.localize.city/,resolved,[],inactive,inactive,false,,2026-08-30,Legacy status_as_of is preserved in assertions; it is not promoted because it usually represents the research date rather than a supported event date.,2026-08-30,Israel,"[""Israel""]",false,"[""Israel/US""]",2016,"[""2016""]",,"[""Data/SaaS""]","[""Independent""]","[""L6"",""L12""]","[""keyword_inference""]","[""Data"",""Sales""]",[],"[""Property data and buyer tools""]",historical_or_transitioned,"[""Regional shutdown""]",,Not assigned from company scale/funding; requires product-and-geography evidence.,C,"[""C""]",false,"[""Low""]","[""B""]","[""S2""]",2,"[""https://calcalistech.com/ctechnews/article/sypuszzjr"",""https://localize.city/""]","[""proptech_startups_agent.csv""]",1,watchlist_profile,"[""claim_level_evidence_review_required""]"
