snapshot_date,directory,directory_count_at_snapshot,name,yc_profile_url,yc_profile_slug,yc_company_id,batch,status,employee_count_shown,location_shown,city_shown,country_code_shown,official_one_liner,official_description_concise,visible_tags,inferred_lifecycle,inferred_category,jcx_screening_tier,jcx_screening_basis,in_proptech_directory,in_real_estate_directory,identity_status_source,research_caveat
2026-08-30,Real Estate and Construction,128,Naborly,https://www.ycombinator.com/companies/naborly,naborly,1824,W2018,Acquired,25,"Toronto, ON, Canada",Toronto,CA,A credit bureau for the renting generation.,"Naborly has reinvented how credit reports and scores work for the rental industry to help landlords know who they're renting to, while helping tenants build credit by just paying their rent.",real-estate; fintech; artificial-intelligence,L7 Occupancy/tenant; L8 FM/maintenance,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,disclosures.io,https://www.ycombinator.com/companies/disclosures-io,disclosures-io,1695,S2017,Acquired,10,San Francisco,San Francisco,US,The Complete Listing Toolkit for the New Era of Real Estate,"Every year $1.2 trillion in residential home sales are exchanged, however buying and selling a house is still a huge, painful process. Maybe that’s because Real Estate is the least digital industry, behind only agriculture 🐮 . Disclosures.io is on a mission to make the real estate process more transparent and efficient for everyone involved. Our product helps sellers get their home to market faster and enables...",saas; documents; b2b,L6 Marketing/sales; L7 Occupancy/tenant; L12 Data/intelligence,Property operations / housing,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Starcity,https://www.ycombinator.com/companies/starcity,starcity,1431,S2016,Acquired,,San Francisco,San Francisco,US,Starcity was one of the largest co-living brands. Exit to Common in…,Starcity was one of the largest co-living brands. Exit to Common in 2021.,real-estate; housing; proptech,L7 Occupancy/tenant,Real-estate software / adjacent,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Innov8,https://www.ycombinator.com/companies/innov8,innov8,1341,S2016,Acquired,100,"New Delhi, Delhi, India",New Delhi,IN,"We provide co-working offices to startups, freelancers and SMEs in…","Innov8 Coworking is a Y- Combinator backed workspaces and community startup based in India. We provide Premium workspaces (Managed Private Offices and Coworking Spaces). Innov8 Coworking is the first of its kind Thought space in India. We encourage community engagement of like-minded individuals from any space, whether they are founders, investors, freelancers, creators or just want to work in a highly productive...",india,L7 Occupancy/tenant; L12 Data/intelligence,Real-estate software / adjacent,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Bulldozair,https://www.ycombinator.com/companies/bulldozair,bulldozair,1265,S2016,Acquired,8,"Paris, France",Paris,FR,Construction management platform,"Bulldozair is a technology company backed by Y Combinator (US), Station F (EU) and Kima Ventures (EU). We provide a collaborative web and mobile platform that helps companies that own real estate or industrial assets to deliver their construction projects on time and on budget. Bulldozair digitally integrates all the construction process, compliance and checklists and deliver them to contractors and engineering...",construction; saas; enterprise,L5 Construction; L10 ESG/climate; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Tenant Turner,https://www.ycombinator.com/companies/tenant-turner,tenant-turner,969,S2015,Acquired,15,San Francisco,San Francisco,US,We help residential property managers eliminate vacancy.,"Tenant Turner helps property managers eliminate vacancy. We streamline your rental process from leads to lease by listing your rentals on all the major rental sites; pre-qualifying prospects via web, phone, and email; and schedule showings with a leasing agent, lockbox, or lock.",saas; proptech; smart-locks,L6 Marketing/sales; L7 Occupancy/tenant; L8 FM/maintenance; L12 Data/intelligence,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Open Listings,https://www.ycombinator.com/companies/open-listings,open-listings,777,W2015,Acquired,48,Los Angeles,Los Angeles,US,A better way to buy a home,Open Listings was the all-in-one homebuying app designed to make buying a home simple and more affordable. We helped buyers purchase billions of dollars worth of homes and saved them over $25 million in commission fees. Acquired by Opendoor in 2018.,real-estate; marketplace,L4 Design/BIM; L6 Marketing/sales,Design / visualization,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Ravti,https://www.ycombinator.com/companies/ravti,ravti,735,S2014,Acquired,17,New York City,New York City,US,"Software to track, manage, and procure HVAC for commercial real…","Ravti makes HVAC easier for the Real Estate world. We track, manager, and procure HVAC for large property owners. We manage all your HVAC maintenance programs, emergent repairs, scheduled repairs, capital replacement, capex management, and all the associated headaches that come along with that – multiple bids, procurement, HVAC inventory, warranties. Your team can start any project with the simple click of a...",iot; saas,L5 Construction; L7 Occupancy/tenant; L8 FM/maintenance; L9 Portfolio/asset; L10 ESG/climate; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,RealCrowd,https://www.ycombinator.com/companies/realcrowd,realcrowd,554,S2013,Acquired,9,"Portland, OR, USA",Portland,US,Direct real estate investing marketplace,"RealCrowd puts the power of commercial real estate investing into your hands. This unique crowd based equity platform was created by experienced commercial real estate investment professionals to allow you to decide where your money is invested by offering direct investments. Pooling your money with other like-minded investors and working with a seasoned real estate operator with the skills, knowledge and...",real-estate; marketplace,L2 Feasibility; L9 Portfolio/asset; L12 Data/intelligence,Real-estate software / adjacent,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Movity,https://www.ycombinator.com/companies/movity,movity,231,W2010,Acquired,2,San Francisco,San Francisco,US,Real estate data visualization. Sold to Trulia Dec…,"Movity provides location-based living facilities and neighborhood data that help home buyers make better decisions. Movity.com surfaces geodata (crime, noise, pricing, etc) to help home buyers make better decisions. The company was founded in 2010 and is based in San Francisco, California.",real-estate; data-visualization,L2 Feasibility; L8 FM/maintenance; L12 Data/intelligence,Property data / transaction infrastructure,C,"Interesting discovery lead, but the direct JCX/developer use case is not evident from directory copy.",no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,PadMapper,https://www.ycombinator.com/companies/padmapper,padmapper,186,S2010,Acquired,2,San Francisco,San Francisco,US,Map-based apartment search.,"PadMapper is a location-based apartment rental search engine with real-time filtering. PadMapper's entire browsing interface is taken up by a full-screen map, and listings are loaded as the user moves around the map. Zooming into the map loads more listings in that area, zooming out broadens the search. Listings are filtered out or allowed back into the results as filter sliders are moved. Apartment listings from...",real-estate; marketplace,L6 Marketing/sales; L7 Occupancy/tenant; L12 Data/intelligence,Property operations / housing,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,no,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,Zeus,https://www.ycombinator.com/companies/zeus,zeus,128,S2011,Acquired,200,San Francisco,San Francisco,US,Tech-enabled property manager focused on corporate rentals; Acquired…,Tech-enabled property manager focused on corporate rentals; Acquired…,proptech; real-estate,L7 Occupancy/tenant; L8 FM/maintenance,Property operations / housing,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,MyVR,https://www.ycombinator.com/companies/myvr,myvr,13,W2012,Acquired,15,San Francisco,San Francisco,US,The open platform for the vacation rental industry.,"MyVR provides short-term rental businesses the ability to simplify and centralize the management of their marketing channels - Airbnb, HomeAway/Vrbo, TripAdvisor, Booking.com, Expedia and more - from a single dashboard, while also providing these businesses with their own online presence to grow their direct sales channel. MyVR's easy-to-use software also allows short-term rentals to streamline and automate day...",travel; saas,L6 Marketing/sales; L7 Occupancy/tenant; L12 Data/intelligence,Property operations / housing,B,Adjacent capability with a plausible real-estate use case; validate local workflow and integration fit.,no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,PlanGrid,https://www.ycombinator.com/companies/plangrid,plangrid,8,W2012,Acquired,355,San Francisco,San Francisco,US,Mobile applications for the construction industry.,"PlanGrid is the leader in construction productivity software, used on more than one million projects in 84 countries. PlanGrid's cloud-based platform empowers contractors and owners in commercial, heavy civil, and other industries to collaborate easily from their mobile devices and desktop, managing blueprints, specs, photos, RFIs, field reports, and punch lists. With over 100 million digital blueprints on its...",construction,L5 Construction; L12 Data/intelligence,ConTech / construction operations,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",no,no,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
2026-08-30,Real Estate and Construction,128,42Floors,https://www.ycombinator.com/companies/42floors,42floors,7,W2012,Acquired,60,San Francisco,San Francisco,US,We make it easy to search for office space.,"*Acquired by Knotel in 2018 42Floors was founded in November of 2011 with the vision of making it easy to discover and create your dream office space. Based in San Francisco, the 42Floors team is made up of experienced entrepreneurs, engineers, and real estate professionals. All with a passion for making the commercial real estate search process easier for everyone. On the site, you'll find available spaces,...",proptech; real-estate,L7 Occupancy/tenant; L9 Portfolio/asset; L12 Data/intelligence,Real-estate software / adjacent,A,"Direct fit for a developer's digitization, project, property, transaction, data, or ESG workflows.",yes,yes,https://www.ycombinator.com/companies/industry/real-estate-and-construction,"YC directory/company copy is a discovery source and is not independently verified here; status, employees, location, tags, and descriptions are point-in-time fields."
